date,worker_id,shift,dock_id,dock_in_use,items_picked,hours_worked,orders_completed,errors
2023-02-17 06:00:00,W014,Night,7,1,38,0.51,10,0
2023-02-17 07:00:00,W040,AM,7,0,52,0.57,12,0
2023-02-17 08:00:00,W040,PM,2,0,45,0.66,13,1
2023-02-17 09:00:00,W039,Night,1,0,50,0.7,8,0
2023-02-17 10:00:00,W006,AM,2,1,48,0.97,12,1
2023-02-17 11:00:00,W006,Night,2,1,46,0.7,9,0
2023-02-17 12:00:00,W003,AM,8,1,48,0.75,6,0
2023-02-17 13:00:00,W007,AM,5,1,43,0.62,9,1
2023-02-17 14:00:00,W008,AM,7,1,43,0.5,5,0
2023-02-17 15:00:00,W042,AM,4,1,33,0.95,12,0
2023-02-17 16:00:00,W015,PM,6,1,45,0.54,9,1
2023-02-17 17:00:00,W047,PM,5,1,42,0.98,14,1
2023-02-17 18:00:00,W029,AM,7,1,47,0.57,9,1
2023-02-17 19:00:00,W033,Night,3,1,42,0.8,5,0
2023-02-17 20:00:00,W030,AM,2,1,37,1.0,6,0
2023-02-17 21:00:00,W039,PM,3,1,46,0.57,5,0
2023-02-17 22:00:00,W027,Night,7,0,52,0.71,4,0
2023-02-17 23:00:00,W036,PM,5,0,44,0.89,5,0
2023-02-18 00:00:00,W029,PM,4,1,50,0.52,6,0
2023-02-18 01:00:00,W038,Night,5,0,49,0.84,11,0
2023-02-18 02:00:00,W033,AM,8,0,56,0.54,6,0
2023-02-18 03:00:00,W037,AM,4,1,47,0.62,5,1
2023-02-18 04:00:00,W027,AM,4,0,42,0.58,9,1
2023-02-18 05:00:00,W033,AM,7,1,45,0.95,6,0
2023-02-18 06:00:00,W004,Night,1,1,39,0.59,9,0
2023-02-18 07:00:00,W022,Night,7,1,39,0.52,15,0
2023-02-18 08:00:00,W002,Night,2,0,45,0.79,8,1
2023-02-18 09:00:00,W010,PM,5,0,47,0.67,5,0
2023-02-18 10:00:00,W005,Night,4,1,35,0.7,7,0
2023-02-18 11:00:00,W010,AM,7,0,47,0.56,10,2
2023-02-18 12:00:00,W033,PM,7,0,46,0.87,9,0
2023-02-18 13:00:00,W038,AM,5,0,50,0.8,10,0
2023-02-18 14:00:00,W013,AM,5,0,47,0.68,7,0
2023-02-18 15:00:00,W031,Night,8,0,52,0.59,9,0
2023-02-18 16:00:00,W047,Night,4,1,48,0.8,8,0
2023-02-18 17:00:00,W036,AM,6,0,52,0.89,10,0
2023-02-18 18:00:00,W045,AM,8,0,41,0.66,14,0
2023-02-18 19:00:00,W024,PM,3,1,55,0.51,4,0
2023-02-18 20:00:00,W015,Night,2,1,49,0.61,9,0
2023-02-18 21:00:00,W029,PM,2,0,52,0.84,11,0
2023-02-18 22:00:00,W008,PM,6,0,44,0.99,10,0
2023-02-18 23:00:00,W005,PM,1,1,40,0.51,7,0
2023-02-19 00:00:00,W029,AM,8,1,43,0.65,6,0
2023-02-19 01:00:00,W047,PM,6,1,52,0.53,7,0
2023-02-19 02:00:00,W004,PM,1,1,39,0.66,9,0
2023-02-19 03:00:00,W012,AM,1,0,48,0.7,8,0
2023-02-19 04:00:00,W045,Night,6,1,45,0.96,12,1
2023-02-19 05:00:00,W002,Night,2,0,34,0.54,9,0
2023-02-19 06:00:00,W027,PM,3,1,39,0.89,7,0
2023-02-19 07:00:00,W031,AM,2,1,45,0.7,6,0
2023-02-19 08:00:00,W036,Night,7,1,50,0.91,9,0
2023-02-19 09:00:00,W036,PM,2,0,46,0.76,9,1
2023-02-19 10:00:00,W026,PM,2,0,40,0.52,8,0
2023-02-19 11:00:00,W043,AM,8,1,47,0.97,4,0
2023-02-19 12:00:00,W027,PM,6,1,49,0.54,4,0
2023-02-19 13:00:00,W005,Night,6,1,32,0.8,6,0
2023-02-19 14:00:00,W020,AM,7,0,41,0.94,8,1
2023-02-19 15:00:00,W011,Night,7,0,44,0.54,3,0
2023-02-19 16:00:00,W010,Night,8,1,42,0.78,5,0
2023-02-19 17:00:00,W040,Night,6,0,55,0.91,8,0
2023-02-19 18:00:00,W038,PM,2,1,60,0.99,6,0
2023-02-19 19:00:00,W006,PM,3,1,59,0.86,7,0
2023-02-19 20:00:00,W008,Night,1,1,44,0.64,6,1
2023-02-19 21:00:00,W023,Night,5,1,48,0.85,8,0
2023-02-19 22:00:00,W047,AM,1,1,50,0.85,8,0
2023-02-19 23:00:00,W026,AM,7,0,43,0.85,10,2
2023-02-20 00:00:00,W046,PM,7,1,37,0.93,9,0
2023-02-20 01:00:00,W043,PM,1,0,32,0.54,16,0
2023-02-20 02:00:00,W012,AM,5,1,47,0.55,10,1
2023-02-20 03:00:00,W026,Night,2,0,37,0.82,6,0
2023-02-20 04:00:00,W013,PM,3,1,37,0.98,8,1
2023-02-20 05:00:00,W040,Night,3,0,40,0.73,5,1
2023-02-20 06:00:00,W018,AM,1,0,54,0.98,9,0
2023-02-20 07:00:00,W025,PM,5,1,50,0.97,10,1
2023-02-20 08:00:00,W033,PM,8,0,42,0.95,11,0
2023-02-20 09:00:00,W047,AM,7,1,38,0.95,7,0
2023-02-20 10:00:00,W040,PM,4,1,33,0.95,4,0
2023-02-20 11:00:00,W043,AM,2,0,62,0.91,5,0
2023-02-20 12:00:00,W012,PM,8,1,37,0.85,6,1
2023-02-20 13:00:00,W044,AM,1,0,47,0.51,14,0
2023-02-20 14:00:00,W036,PM,3,0,50,0.57,10,0
2023-02-20 15:00:00,W048,Night,7,1,52,0.57,8,1
2023-02-20 16:00:00,W004,Night,8,1,46,0.51,9,1
2023-02-20 17:00:00,W005,Night,8,0,50,0.56,7,0
2023-02-20 18:00:00,W037,PM,6,1,41,0.96,14,0
2023-02-20 19:00:00,W008,PM,6,1,37,0.83,9,1
2023-02-20 20:00:00,W042,Night,5,1,40,0.66,5,1
2023-02-20 21:00:00,W049,Night,5,0,35,0.9,9,1
2023-02-20 22:00:00,W028,AM,1,1,51,0.74,6,0
2023-02-20 23:00:00,W031,AM,8,1,41,0.57,8,0
2023-02-21 00:00:00,W009,AM,4,1,41,0.94,9,1
2023-02-21 01:00:00,W029,Night,3,1,33,0.67,9,0
2023-02-21 02:00:00,W014,Night,1,1,46,0.85,6,0
2023-02-21 03:00:00,W040,Night,4,0,42,0.65,5,1
2023-02-21 04:00:00,W041,AM,7,1,46,0.75,20,0
2023-02-21 05:00:00,W022,PM,5,1,49,0.91,4,1
2023-02-21 06:00:00,W011,Night,6,0,52,0.58,6,0
2023-02-21 07:00:00,W023,PM,2,1,55,0.99,8,0
2023-02-21 08:00:00,W001,PM,8,1,44,0.54,3,0
2023-02-21 09:00:00,W046,PM,7,1,58,0.77,6,0
2023-02-21 10:00:00,W037,AM,6,1,57,0.96,8,0
2023-02-21 11:00:00,W021,PM,3,0,47,0.97,8,0
2023-02-21 12:00:00,W026,Night,3,1,41,0.62,5,1
2023-02-21 13:00:00,W046,AM,6,1,49,0.57,9,0
2023-02-21 14:00:00,W036,Night,7,1,41,0.86,5,0
2023-02-21 15:00:00,W023,Night,6,1,44,0.52,8,0
2023-02-21 16:00:00,W001,AM,4,1,51,0.74,4,0
2023-02-21 17:00:00,W040,Night,1,1,53,0.9,9,0
2023-02-21 18:00:00,W015,Night,5,1,48,0.78,8,1
2023-02-21 19:00:00,W021,AM,4,1,45,0.59,9,0
2023-02-21 20:00:00,W047,Night,2,1,42,0.74,8,0
2023-02-21 21:00:00,W009,PM,6,1,45,0.96,9,0
2023-02-21 22:00:00,W009,Night,2,0,35,0.81,9,0
2023-02-21 23:00:00,W010,PM,2,0,45,0.86,14,1
2023-02-22 00:00:00,W026,Night,4,1,39,0.67,11,0
2023-02-22 01:00:00,W041,AM,5,0,34,0.59,10,0
2023-02-22 02:00:00,W035,AM,7,1,46,0.63,7,0
2023-02-22 03:00:00,W025,Night,3,0,45,0.77,11,0
2023-02-22 04:00:00,W026,AM,1,1,46,0.64,8,0
2023-02-22 05:00:00,W011,Night,8,0,39,0.77,8,0
2023-02-22 06:00:00,W038,AM,3,0,45,0.85,8,0
2023-02-22 07:00:00,W002,PM,5,1,44,0.87,6,0
2023-02-22 08:00:00,W007,Night,8,1,49,0.58,11,0
2023-02-22 09:00:00,W018,PM,3,1,39,0.88,6,0
2023-02-22 10:00:00,W027,PM,6,1,55,0.84,8,1
2023-02-22 11:00:00,W034,Night,6,1,52,0.51,9,0
2023-02-22 12:00:00,W027,PM,4,0,50,0.53,6,0
2023-02-22 13:00:00,W017,Night,2,1,42,0.82,6,0
2023-02-22 14:00:00,W043,PM,8,1,47,0.69,10,0
2023-02-22 15:00:00,W044,Night,5,1,46,0.57,11,0
2023-02-22 16:00:00,W024,Night,5,0,37,0.52,9,1
2023-02-22 17:00:00,W025,AM,3,1,44,0.58,10,0
2023-02-22 18:00:00,W007,Night,4,0,35,0.98,4,0
2023-02-22 19:00:00,W006,Night,3,1,46,0.86,5,0
2023-02-22 20:00:00,W024,PM,3,1,51,0.76,7,0
2023-02-22 21:00:00,W033,Night,5,0,34,0.97,9,0
2023-02-22 22:00:00,W049,AM,3,1,63,0.81,8,0
2023-02-22 23:00:00,W029,PM,2,0,50,0.86,5,0
2023-02-23 00:00:00,W043,PM,3,1,42,0.64,11,0
2023-02-23 01:00:00,W022,AM,8,0,52,0.79,7,0
2023-02-23 02:00:00,W026,PM,2,1,48,0.57,6,0
2023-02-23 03:00:00,W028,PM,5,0,33,0.7,6,0
2023-02-23 04:00:00,W050,PM,4,1,50,0.52,11,0
2023-02-23 05:00:00,W021,PM,6,1,50,0.61,9,1
2023-02-23 06:00:00,W049,AM,8,1,43,0.54,9,2
2023-02-23 07:00:00,W007,AM,2,0,48,0.69,13,0
2023-02-23 08:00:00,W017,PM,4,1,34,0.92,4,0
2023-02-23 09:00:00,W020,PM,4,0,46,0.69,11,0
2023-02-23 10:00:00,W041,AM,2,1,39,0.92,15,0
2023-02-23 11:00:00,W049,AM,5,0,38,0.83,13,0
2023-02-23 12:00:00,W020,AM,1,1,45,0.75,11,0
2023-02-23 13:00:00,W022,PM,4,0,37,0.62,9,1
2023-02-23 14:00:00,W028,PM,4,0,43,0.96,4,1
2023-02-23 15:00:00,W040,Night,5,0,51,0.53,11,0
2023-02-23 16:00:00,W049,AM,5,1,47,0.84,10,0
2023-02-23 17:00:00,W007,PM,3,0,46,0.81,5,0
2023-02-23 18:00:00,W001,AM,5,1,51,0.72,9,0
2023-02-23 19:00:00,W032,PM,4,1,47,0.62,7,1
2023-02-23 20:00:00,W013,AM,2,1,53,0.72,8,0
2023-02-23 21:00:00,W030,PM,1,1,50,0.94,4,0
2023-02-23 22:00:00,W023,Night,7,0,42,0.92,5,1
2023-02-23 23:00:00,W019,Night,3,1,45,0.97,7,1
2023-02-24 00:00:00,W032,AM,7,0,51,0.65,9,0
2023-02-24 01:00:00,W030,PM,2,1,52,0.69,9,0
2023-02-24 02:00:00,W029,PM,1,0,49,0.51,4,0
2023-02-24 03:00:00,W049,AM,1,1,46,0.97,7,0
2023-02-24 04:00:00,W045,PM,1,1,47,0.66,6,0
2023-02-24 05:00:00,W029,AM,6,1,52,0.7,12,0
2023-02-24 06:00:00,W030,PM,2,0,43,0.95,9,0
2023-02-24 07:00:00,W016,AM,8,1,43,0.76,10,0
2023-02-24 08:00:00,W040,PM,3,0,50,0.78,10,0
2023-02-24 09:00:00,W019,AM,3,1,44,0.59,9,0
2023-02-24 10:00:00,W018,PM,1,1,39,0.75,8,0
2023-02-24 11:00:00,W001,Night,2,1,38,0.96,10,0
2023-02-24 12:00:00,W014,PM,6,1,42,0.78,7,0
2023-02-24 13:00:00,W047,AM,1,1,37,0.63,10,0
2023-02-24 14:00:00,W050,Night,5,1,35,0.52,11,0
2023-02-24 15:00:00,W002,PM,8,1,35,0.67,9,1
2023-02-24 16:00:00,W028,Night,7,1,46,0.79,13,0
2023-02-24 17:00:00,W049,PM,3,1,43,0.52,5,1
2023-02-24 18:00:00,W050,Night,7,0,35,0.8,6,0
2023-02-24 19:00:00,W030,AM,4,1,45,0.76,8,0
2023-02-24 20:00:00,W038,PM,1,1,50,0.89,7,0
2023-02-24 21:00:00,W004,PM,5,0,50,0.51,10,0
2023-02-24 22:00:00,W001,AM,3,1,47,0.89,3,0
2023-02-24 23:00:00,W008,Night,7,1,49,0.76,6,1
2023-02-25 00:00:00,W029,AM,8,0,47,0.69,6,0
2023-02-25 01:00:00,W039,AM,6,1,57,0.98,10,1
2023-02-25 02:00:00,W003,Night,2,1,66,0.58,10,0
2023-02-25 03:00:00,W032,AM,3,1,46,0.77,9,0
2023-02-25 04:00:00,W010,PM,8,1,45,0.66,4,1
2023-02-25 05:00:00,W010,PM,7,1,47,0.76,9,1
2023-02-25 06:00:00,W019,PM,2,0,50,0.78,5,0
2023-02-25 07:00:00,W046,AM,7,1,51,0.54,9,0
2023-02-25 08:00:00,W034,PM,2,1,39,0.83,3,0
2023-02-25 09:00:00,W033,PM,6,1,33,0.82,15,0
2023-02-25 10:00:00,W023,PM,6,1,41,0.88,2,0
2023-02-25 11:00:00,W028,PM,1,1,45,0.55,5,1
2023-02-25 12:00:00,W032,PM,1,1,38,0.65,9,0
2023-02-25 13:00:00,W050,PM,3,1,43,0.83,7,1
2023-02-25 14:00:00,W007,AM,6,1,46,0.57,7,0
2023-02-25 15:00:00,W029,PM,5,1,52,0.84,8,0
2023-02-25 16:00:00,W008,PM,7,1,50,0.53,4,0
2023-02-25 17:00:00,W001,Night,7,1,50,0.67,9,0
2023-02-25 18:00:00,W003,AM,7,0,55,0.92,10,0
2023-02-25 19:00:00,W024,AM,3,1,41,0.89,6,0
2023-02-25 20:00:00,W023,AM,7,1,41,0.82,8,0
2023-02-25 21:00:00,W008,AM,4,1,45,0.94,10,0
2023-02-25 22:00:00,W047,PM,2,1,45,0.85,9,0
2023-02-25 23:00:00,W037,PM,7,1,40,0.76,7,0
2023-02-26 00:00:00,W003,Night,8,0,45,0.99,9,0
2023-02-26 01:00:00,W033,Night,2,1,36,0.85,8,0
2023-02-26 02:00:00,W028,AM,1,1,43,0.8,11,0
2023-02-26 03:00:00,W047,Night,7,0,43,0.7,12,0
2023-02-26 04:00:00,W008,Night,8,0,41,0.95,7,0
2023-02-26 05:00:00,W034,AM,5,1,47,0.65,10,0
2023-02-26 06:00:00,W035,AM,8,1,49,0.5,9,0
2023-02-26 07:00:00,W032,Night,6,1,44,0.6,9,1
2023-02-26 08:00:00,W024,PM,6,1,40,0.55,7,0
2023-02-26 09:00:00,W014,Night,1,1,46,0.66,4,1
2023-02-26 10:00:00,W032,Night,4,1,54,0.91,10,0
2023-02-26 11:00:00,W046,PM,3,1,47,0.83,5,0
2023-02-26 12:00:00,W043,PM,3,0,44,0.58,9,0
2023-02-26 13:00:00,W016,AM,5,1,32,0.89,7,0
2023-02-26 14:00:00,W004,AM,1,1,52,0.75,11,0
2023-02-26 15:00:00,W037,Night,1,1,38,0.76,12,0
2023-02-26 16:00:00,W021,PM,4,1,47,0.68,8,0
2023-02-26 17:00:00,W014,AM,7,1,51,0.93,7,2
2023-02-26 18:00:00,W031,Night,3,0,45,0.66,5,0
2023-02-26 19:00:00,W048,PM,7,0,45,0.55,8,0
2023-02-26 20:00:00,W018,Night,1,0,55,0.65,7,0
2023-02-26 21:00:00,W007,AM,7,0,43,0.86,10,1
2023-02-26 22:00:00,W010,AM,6,1,47,0.83,3,0
2023-02-26 23:00:00,W007,PM,5,0,45,0.59,7,1
2023-02-27 00:00:00,W033,Night,3,0,46,0.56,9,1
2023-02-27 01:00:00,W023,PM,4,1,51,0.83,11,0
2023-02-27 02:00:00,W021,AM,5,1,50,0.84,4,0
2023-02-27 03:00:00,W019,AM,2,0,38,0.68,3,0
2023-02-27 04:00:00,W048,Night,6,1,38,0.92,7,0
2023-02-27 05:00:00,W019,Night,4,1,50,0.99,9,0
2023-02-27 06:00:00,W036,Night,8,0,51,0.6,12,1
2023-02-27 07:00:00,W029,PM,5,0,44,0.79,9,0
2023-02-27 08:00:00,W018,Night,1,1,44,0.5,16,0
2023-02-27 09:00:00,W002,Night,2,1,48,0.86,7,1
2023-02-27 10:00:00,W001,AM,4,1,51,0.71,10,0
2023-02-27 11:00:00,W047,AM,1,0,48,0.6,8,2
2023-02-27 12:00:00,W005,Night,6,1,40,0.88,7,0
2023-02-27 13:00:00,W020,Night,8,1,40,0.91,10,0
2023-02-27 14:00:00,W011,AM,2,0,52,0.56,7,0
2023-02-27 15:00:00,W042,Night,3,1,46,0.52,9,0
2023-02-27 16:00:00,W002,PM,8,1,56,0.67,7,0
2023-02-27 17:00:00,W003,PM,1,0,48,0.81,8,1
2023-02-27 18:00:00,W023,PM,5,1,39,0.9,9,0
2023-02-27 19:00:00,W012,Night,7,1,40,0.77,9,0
2023-02-27 20:00:00,W020,AM,4,0,42,0.79,4,0
2023-02-27 21:00:00,W005,Night,2,1,64,0.9,5,0
2023-02-27 22:00:00,W037,Night,1,0,50,0.76,9,0
2023-02-27 23:00:00,W038,AM,3,1,39,0.81,8,1
2023-02-28 00:00:00,W030,AM,7,0,42,0.76,9,0
2023-02-28 01:00:00,W009,AM,4,0,47,0.94,3,2
2023-02-28 02:00:00,W034,PM,4,1,51,0.62,5,2
2023-02-28 03:00:00,W044,Night,1,1,50,0.63,8,0
2023-02-28 04:00:00,W035,AM,3,1,54,0.56,4,1
2023-02-28 05:00:00,W022,Night,6,1,43,0.91,5,0
2023-02-28 06:00:00,W044,PM,7,0,49,0.71,4,0
2023-02-28 07:00:00,W024,PM,6,1,32,0.67,13,0
2023-02-28 08:00:00,W017,AM,2,1,51,0.99,9,0
2023-02-28 09:00:00,W010,AM,1,0,41,0.96,9,1
2023-02-28 10:00:00,W030,Night,7,1,35,0.99,5,0
2023-02-28 11:00:00,W046,AM,2,1,40,0.57,7,0
2023-02-28 12:00:00,W023,Night,8,1,37,0.95,5,0
2023-02-28 13:00:00,W032,AM,6,1,46,0.66,14,1
2023-02-28 14:00:00,W017,Night,8,0,46,0.51,8,0
2023-02-28 15:00:00,W050,Night,8,1,57,0.7,8,0
2023-02-28 16:00:00,W017,Night,7,1,42,0.75,6,0
2023-02-28 17:00:00,W014,Night,4,1,37,0.55,6,0
2023-02-28 18:00:00,W009,PM,2,1,47,0.77,7,0
2023-02-28 19:00:00,W040,Night,8,1,33,0.91,9,0
2023-02-28 20:00:00,W002,AM,3,1,43,0.69,2,2
2023-02-28 21:00:00,W045,PM,5,1,44,0.68,12,1
2023-02-28 22:00:00,W025,PM,6,1,46,0.67,8,0
2023-02-28 23:00:00,W039,Night,6,1,55,0.96,6,0
2023-03-01 00:00:00,W009,PM,3,1,39,0.52,9,1
2023-03-01 01:00:00,W022,Night,7,1,36,0.72,14,0
2023-03-01 02:00:00,W043,AM,7,0,41,0.63,5,0
2023-03-01 03:00:00,W046,Night,7,1,46,0.95,3,0
2023-03-01 04:00:00,W004,PM,2,0,41,0.55,5,1
2023-03-01 05:00:00,W026,AM,1,1,59,0.71,12,0
2023-03-01 06:00:00,W029,Night,8,1,32,0.7,7,0
2023-03-01 07:00:00,W045,AM,4,1,37,0.94,3,1
2023-03-01 08:00:00,W034,AM,5,1,47,0.61,11,1
2023-03-01 09:00:00,W023,PM,1,1,44,0.82,6,0
2023-03-01 10:00:00,W037,AM,1,0,43,0.57,9,0
2023-03-01 11:00:00,W011,PM,3,1,51,0.98,4,0
2023-03-01 12:00:00,W006,AM,2,1,44,0.8,6,1
2023-03-01 13:00:00,W018,Night,6,1,42,0.81,7,0
2023-03-01 14:00:00,W021,AM,6,1,42,0.72,10,0
2023-03-01 15:00:00,W042,Night,3,1,49,0.67,6,0
2023-03-01 16:00:00,W036,Night,2,1,47,0.61,6,0
2023-03-01 17:00:00,W041,AM,3,1,49,0.8,8,0
2023-03-01 18:00:00,W038,Night,6,1,54,0.98,9,0
2023-03-01 19:00:00,W034,AM,1,0,44,0.68,7,0
2023-03-01 20:00:00,W017,AM,4,1,57,0.94,7,0
2023-03-01 21:00:00,W037,Night,8,1,57,0.57,15,0
2023-03-01 22:00:00,W025,Night,7,0,40,0.97,12,0
2023-03-01 23:00:00,W038,PM,2,0,45,0.68,4,0
2023-03-02 00:00:00,W012,Night,8,1,45,0.69,8,0
2023-03-02 01:00:00,W023,PM,5,1,39,0.73,8,0
2023-03-02 02:00:00,W042,Night,5,0,57,0.86,8,0
2023-03-02 03:00:00,W022,AM,1,1,47,0.86,7,1
2023-03-02 04:00:00,W021,Night,3,1,45,0.74,4,0
2023-03-02 05:00:00,W027,AM,3,0,38,0.76,8,0
2023-03-02 06:00:00,W031,AM,6,0,37,0.52,7,1
2023-03-02 07:00:00,W006,AM,1,1,33,0.65,6,1
2023-03-02 08:00:00,W027,PM,6,0,50,0.67,7,0
2023-03-02 09:00:00,W040,Night,6,1,58,0.78,8,1
2023-03-02 10:00:00,W034,AM,5,1,46,0.78,6,0
2023-03-02 11:00:00,W012,AM,6,0,43,0.85,10,0
2023-03-02 12:00:00,W045,PM,8,0,38,0.86,10,0
2023-03-02 13:00:00,W007,Night,7,0,54,0.62,9,0
2023-03-02 14:00:00,W010,Night,6,0,48,0.89,12,0
2023-03-02 15:00:00,W045,PM,5,0,44,0.51,8,0
2023-03-02 16:00:00,W017,PM,7,1,57,0.86,11,0
2023-03-02 17:00:00,W026,Night,3,0,60,0.55,9,1
2023-03-02 18:00:00,W021,PM,2,1,45,0.86,8,1
2023-03-02 19:00:00,W028,Night,4,1,44,0.76,12,0
2023-03-02 20:00:00,W046,Night,6,0,51,0.72,8,0
2023-03-02 21:00:00,W002,AM,8,0,53,0.85,7,0
2023-03-02 22:00:00,W043,AM,7,0,43,0.52,3,0
2023-03-02 23:00:00,W001,Night,2,0,43,0.61,6,0
2023-03-03 00:00:00,W036,Night,5,1,57,0.81,9,0
2023-03-03 01:00:00,W026,Night,2,0,42,0.92,9,0
2023-03-03 02:00:00,W029,Night,4,1,48,0.69,10,0
2023-03-03 03:00:00,W021,Night,8,1,46,0.63,13,0
2023-03-03 04:00:00,W011,Night,2,1,50,0.76,7,0
2023-03-03 05:00:00,W040,PM,8,1,48,0.81,4,0
2023-03-03 06:00:00,W011,Night,7,1,51,0.71,12,0
2023-03-03 07:00:00,W036,PM,2,0,47,0.94,6,1
2023-03-03 08:00:00,W049,PM,8,0,44,0.76,7,0
2023-03-03 09:00:00,W039,Night,2,1,32,0.52,5,1
2023-03-03 10:00:00,W040,Night,2,0,45,0.61,6,1
2023-03-03 11:00:00,W035,PM,1,1,35,0.73,9,0
2023-03-03 12:00:00,W034,PM,6,1,41,0.85,5,0
2023-03-03 13:00:00,W047,Night,5,1,48,0.61,7,0
2023-03-03 14:00:00,W024,Night,4,1,42,0.99,10,0
2023-03-03 15:00:00,W022,PM,5,1,40,0.66,6,0
2023-03-03 16:00:00,W005,PM,1,1,39,0.77,6,2
2023-03-03 17:00:00,W033,PM,1,1,51,0.51,6,2
2023-03-03 18:00:00,W036,AM,7,1,38,0.94,7,0
2023-03-03 19:00:00,W047,PM,1,1,41,0.89,13,0
2023-03-03 20:00:00,W020,AM,6,1,36,0.6,6,0
2023-03-03 21:00:00,W019,Night,1,1,33,0.97,8,0
2023-03-03 22:00:00,W035,Night,2,1,43,0.66,8,0
2023-03-03 23:00:00,W043,PM,5,1,29,0.85,8,0
2023-03-04 00:00:00,W017,Night,3,1,50,0.91,7,0
2023-03-04 01:00:00,W045,Night,4,0,49,0.87,12,0
2023-03-04 02:00:00,W043,Night,1,1,43,0.96,5,0
2023-03-04 03:00:00,W034,Night,5,0,60,0.93,3,0
2023-03-04 04:00:00,W009,AM,7,1,45,1.0,9,0
2023-03-04 05:00:00,W026,AM,1,1,48,0.59,12,0
2023-03-04 06:00:00,W002,PM,6,1,48,0.65,10,0
2023-03-04 07:00:00,W009,PM,1,0,50,0.82,8,0
2023-03-04 08:00:00,W009,PM,1,1,44,0.87,6,2
2023-03-04 09:00:00,W040,Night,8,1,44,0.77,7,1
2023-03-04 10:00:00,W017,Night,8,0,45,0.54,6,1
2023-03-04 11:00:00,W001,AM,1,0,40,0.92,12,0
2023-03-04 12:00:00,W025,AM,7,1,42,0.98,3,1
2023-03-04 13:00:00,W043,PM,8,1,33,0.7,10,0
2023-03-04 14:00:00,W040,AM,1,0,41,0.61,7,0
2023-03-04 15:00:00,W042,AM,4,1,46,0.51,8,0
2023-03-04 16:00:00,W025,AM,5,1,38,0.62,9,0
2023-03-04 17:00:00,W039,AM,8,1,45,0.85,9,1
2023-03-04 18:00:00,W035,AM,8,1,48,0.96,8,1
2023-03-04 19:00:00,W003,PM,6,1,45,0.55,8,1
2023-03-04 20:00:00,W050,PM,1,1,45,0.78,7,0
2023-03-04 21:00:00,W037,AM,1,1,49,0.85,6,0
2023-03-04 22:00:00,W044,PM,1,0,46,0.64,9,1
2023-03-04 23:00:00,W044,Night,1,0,49,0.78,6,0
2023-03-05 00:00:00,W030,AM,8,1,47,0.86,10,0
2023-03-05 01:00:00,W038,Night,2,1,45,0.92,8,1
2023-03-05 02:00:00,W034,PM,2,1,49,0.73,13,0
2023-03-05 03:00:00,W012,PM,3,1,37,0.87,8,0
2023-03-05 04:00:00,W019,Night,1,1,49,0.65,7,0
2023-03-05 05:00:00,W037,PM,3,1,40,0.61,10,0
2023-03-05 06:00:00,W044,AM,4,0,56,0.59,8,0
2023-03-05 07:00:00,W049,Night,3,1,32,0.68,17,0
2023-03-05 08:00:00,W017,AM,5,0,36,0.52,7,0
2023-03-05 09:00:00,W010,Night,2,1,48,0.64,7,1
2023-03-05 10:00:00,W049,PM,2,0,51,0.83,8,0
2023-03-05 11:00:00,W047,Night,1,1,43,0.82,8,1
2023-03-05 12:00:00,W012,Night,8,0,50,0.54,9,1
2023-03-05 13:00:00,W016,AM,1,0,54,0.64,8,0
2023-03-05 14:00:00,W024,PM,4,0,37,0.78,9,0
2023-03-05 15:00:00,W019,AM,6,1,54,0.66,7,0
2023-03-05 16:00:00,W008,PM,4,1,41,0.71,7,0
2023-03-05 17:00:00,W031,AM,5,1,42,0.86,11,1
2023-03-05 18:00:00,W021,Night,1,1,40,0.5,11,0
2023-03-05 19:00:00,W017,AM,1,1,55,0.64,9,0
2023-03-05 20:00:00,W023,PM,4,1,38,0.57,7,1
2023-03-05 21:00:00,W037,PM,4,1,37,0.56,10,1
2023-03-05 22:00:00,W016,Night,4,0,46,0.98,6,0
2023-03-05 23:00:00,W006,PM,2,1,45,0.69,10,0
2023-03-06 00:00:00,W008,AM,3,1,38,0.76,9,0
2023-03-06 01:00:00,W025,Night,3,1,48,0.87,9,1
2023-03-06 02:00:00,W018,PM,1,1,49,0.52,5,0
2023-03-06 03:00:00,W025,PM,2,1,42,0.62,11,2
2023-03-06 04:00:00,W012,AM,4,0,43,0.92,12,0
2023-03-06 05:00:00,W015,AM,1,1,48,0.93,6,0
2023-03-06 06:00:00,W026,Night,2,1,42,0.69,8,0
2023-03-06 07:00:00,W041,PM,5,1,36,0.69,8,0
2023-03-06 08:00:00,W045,AM,6,1,50,0.88,13,0
2023-03-06 09:00:00,W026,Night,2,1,46,0.65,11,0
2023-03-06 10:00:00,W047,PM,7,1,36,0.56,7,0
2023-03-06 11:00:00,W032,PM,1,0,50,0.63,9,0
2023-03-06 12:00:00,W010,Night,8,0,36,0.69,7,0
2023-03-06 13:00:00,W016,Night,3,1,48,0.53,11,0
2023-03-06 14:00:00,W007,AM,7,1,42,0.74,11,0
2023-03-06 15:00:00,W017,PM,4,0,38,0.87,9,0
2023-03-06 16:00:00,W023,PM,6,1,43,0.76,6,0
2023-03-06 17:00:00,W026,PM,8,1,49,0.54,9,0
2023-03-06 18:00:00,W021,Night,5,1,41,0.72,10,1
2023-03-06 19:00:00,W022,AM,8,0,52,0.85,10,1
